"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","HHDEBT","TOT","PC_NDI","A","1996",125.1789,
"NOR","HHDEBT","TOT","PC_NDI","A","1997",127.5436,
"NOR","HHDEBT","TOT","PC_NDI","A","1998",125.9942,
"NOR","HHDEBT","TOT","PC_NDI","A","1999",129.7374,
"NOR","HHDEBT","TOT","PC_NDI","A","2000",135.7387,
"NOR","HHDEBT","TOT","PC_NDI","A","2001",148.7804,
"NOR","HHDEBT","TOT","PC_NDI","A","2002",148.2917,
"NOR","HHDEBT","TOT","PC_NDI","A","2003",151.9745,
"NOR","HHDEBT","TOT","PC_NDI","A","2004",161.5356,
"NOR","HHDEBT","TOT","PC_NDI","A","2005",167.2795,
"NOR","HHDEBT","TOT","PC_NDI","A","2006",199.3004,
"NOR","HHDEBT","TOT","PC_NDI","A","2007",208.6262,
"NOR","HHDEBT","TOT","PC_NDI","A","2008",209.0518,
"NOR","HHDEBT","TOT","PC_NDI","A","2009",207.7619,
"NOR","HHDEBT","TOT","PC_NDI","A","2010",212.1707,
"NOR","HHDEBT","TOT","PC_NDI","A","2011",216.0446,
"NOR","HHDEBT","TOT","PC_NDI","A","2012",220.022,
"NOR","HHDEBT","TOT","PC_NDI","A","2013",221.7156,
"NOR","HHDEBT","TOT","PC_NDI","A","2014",225.4319,
"NOR","HHDEBT","TOT","PC_NDI","A","2015",222.0766,
"NOR","HHDEBT","TOT","PC_NDI","A","2016",231.7669,
"NOR","HHDEBT","TOT","PC_NDI","A","2017",236.4845,
"NOR","HHDEBT","TOT","PC_NDI","A","2018",242.2004,
"NOR","HHDEBT","TOT","PC_NDI","A","2019",243.743,
"NOR","HHDEBT","TOT","PC_NDI","A","2020",249.9864,
"NOR","HHDEBT","TOT","PC_NDI","A","2021",246.6803,
"POL","HHDEBT","TOT","PC_NDI","A","1995",3.32322,
"POL","HHDEBT","TOT","PC_NDI","A","1996",5.427808,
"POL","HHDEBT","TOT","PC_NDI","A","1997",7.06105,
"POL","HHDEBT","TOT","PC_NDI","A","1998",10.3012,
"POL","HHDEBT","TOT","PC_NDI","A","1999",10.72194,
"POL","HHDEBT","TOT","PC_NDI","A","2000",11.82697,
"POL","HHDEBT","TOT","PC_NDI","A","2001",17.74195,
"POL","HHDEBT","TOT","PC_NDI","A","2002",22.33593,
"POL","HHDEBT","TOT","PC_NDI","A","2003",19.7753,
"POL","HHDEBT","TOT","PC_NDI","A","2004",21.50355,
"POL","HHDEBT","TOT","PC_NDI","A","2005",24.99956,
"POL","HHDEBT","TOT","PC_NDI","A","2006",31.09837,
"POL","HHDEBT","TOT","PC_NDI","A","2007",39.34394,
"POL","HHDEBT","TOT","PC_NDI","A","2008",51.47395,
"POL","HHDEBT","TOT","PC_NDI","A","2009",52.859,
"POL","HHDEBT","TOT","PC_NDI","A","2010",56.07793,
"POL","HHDEBT","TOT","PC_NDI","A","2011",59.47936,
"POL","HHDEBT","TOT","PC_NDI","A","2012",57.44781,
"POL","HHDEBT","TOT","PC_NDI","A","2013",59.51652,
"POL","HHDEBT","TOT","PC_NDI","A","2014",59.66688,
"POL","HHDEBT","TOT","PC_NDI","A","2015",61.646,
"POL","HHDEBT","TOT","PC_NDI","A","2016",61.62406,
"POL","HHDEBT","TOT","PC_NDI","A","2017",59.61995,
"POL","HHDEBT","TOT","PC_NDI","A","2018",60.42514,
"POL","HHDEBT","TOT","PC_NDI","A","2019",59.85767,
"POL","HHDEBT","TOT","PC_NDI","A","2020",57.19848,
"POL","HHDEBT","TOT","PC_NDI","A","2021",58.25991,
"POL","HHDEBT","TOT","PC_NDI","A","2022",49.15034,
"PRT","HHDEBT","TOT","PC_NDI","A","1995",59.867,
"PRT","HHDEBT","TOT","PC_NDI","A","1996",66.84929,
"PRT","HHDEBT","TOT","PC_NDI","A","1997",73.58022,
"PRT","HHDEBT","TOT","PC_NDI","A","1998",82.001,
"PRT","HHDEBT","TOT","PC_NDI","A","1999",96.5836,
"PRT","HHDEBT","TOT","PC_NDI","A","2000",106.6021,
"PRT","HHDEBT","TOT","PC_NDI","A","2001",114.3024,
"PRT","HHDEBT","TOT","PC_NDI","A","2002",119.0201,
"PRT","HHDEBT","TOT","PC_NDI","A","2003",125.0183,
"PRT","HHDEBT","TOT","PC_NDI","A","2004",131.7297,
"PRT","HHDEBT","TOT","PC_NDI","A","2005",138.2117,
"PRT","HHDEBT","TOT","PC_NDI","A","2006",146.3706,
"PRT","HHDEBT","TOT","PC_NDI","A","2007",150.6167,
"PRT","HHDEBT","TOT","PC_NDI","A","2008",149.6765,
"PRT","HHDEBT","TOT","PC_NDI","A","2009",150.3206,
"PRT","HHDEBT","TOT","PC_NDI","A","2010",149.3176,
"PRT","HHDEBT","TOT","PC_NDI","A","2011",157.0456,
"PRT","HHDEBT","TOT","PC_NDI","A","2012",155.217,
"PRT","HHDEBT","TOT","PC_NDI","A","2013",149.9986,
"PRT","HHDEBT","TOT","PC_NDI","A","2014",147.0777,
"PRT","HHDEBT","TOT","PC_NDI","A","2015",140.5023,
"PRT","HHDEBT","TOT","PC_NDI","A","2016",133.5753,
"PRT","HHDEBT","TOT","PC_NDI","A","2017",130.9084,
"PRT","HHDEBT","TOT","PC_NDI","A","2018",126.3562,
"PRT","HHDEBT","TOT","PC_NDI","A","2019",121.697,
"PRT","HHDEBT","TOT","PC_NDI","A","2020",127.3616,
"PRT","HHDEBT","TOT","PC_NDI","A","2021",124.5291,
"PRT","HHDEBT","TOT","PC_NDI","A","2022",118.969,
"SVK","HHDEBT","TOT","PC_NDI","A","1995",56.29591,
"SVK","HHDEBT","TOT","PC_NDI","A","1996",49.02895,
"SVK","HHDEBT","TOT","PC_NDI","A","1997",43.50783,
"SVK","HHDEBT","TOT","PC_NDI","A","1998",39.52613,
"SVK","HHDEBT","TOT","PC_NDI","A","1999",37.89861,
"SVK","HHDEBT","TOT","PC_NDI","A","2000",39.77348,
"SVK","HHDEBT","TOT","PC_NDI","A","2001",39.22822,
"SVK","HHDEBT","TOT","PC_NDI","A","2002",40.92759,
"SVK","HHDEBT","TOT","PC_NDI","A","2003",41.39043,
"SVK","HHDEBT","TOT","PC_NDI","A","2004",34.6585,
"SVK","HHDEBT","TOT","PC_NDI","A","2005",37.3141,
"SVK","HHDEBT","TOT","PC_NDI","A","2006",36.21619,
"SVK","HHDEBT","TOT","PC_NDI","A","2007",40.09341,
"SVK","HHDEBT","TOT","PC_NDI","A","2008",48.9555,
"SVK","HHDEBT","TOT","PC_NDI","A","2009",45.84687,
"SVK","HHDEBT","TOT","PC_NDI","A","2010",46.73301,
"SVK","HHDEBT","TOT","PC_NDI","A","2011",50.61625,
"SVK","HHDEBT","TOT","PC_NDI","A","2012",57.00561,
"SVK","HHDEBT","TOT","PC_NDI","A","2013",60.92472,
"SVK","HHDEBT","TOT","PC_NDI","A","2014",65.61899,
"SVK","HHDEBT","TOT","PC_NDI","A","2015",68.54903,
"SVK","HHDEBT","TOT","PC_NDI","A","2016",73.8983,
"SVK","HHDEBT","TOT","PC_NDI","A","2017",74.20042,
"SVK","HHDEBT","TOT","PC_NDI","A","2018",74.21224,
"SVK","HHDEBT","TOT","PC_NDI","A","2019",78.30747,
"SVK","HHDEBT","TOT","PC_NDI","A","2020",82.47743,
"SVK","HHDEBT","TOT","PC_NDI","A","2021",84.11165,
"SVK","HHDEBT","TOT","PC_NDI","A","2022",83.80132,
"ESP","HHDEBT","TOT","PC_NDI","A","1995",64.01708,
"ESP","HHDEBT","TOT","PC_NDI","A","1996",64.77859,
"ESP","HHDEBT","TOT","PC_NDI","A","1997",67.05067,
"ESP","HHDEBT","TOT","PC_NDI","A","1998",72.68475,
"ESP","HHDEBT","TOT","PC_NDI","A","1999",79.93459,
"ESP","HHDEBT","TOT","PC_NDI","A","2000",84.66525,
"ESP","HHDEBT","TOT","PC_NDI","A","2001",87.19019,
"ESP","HHDEBT","TOT","PC_NDI","A","2002",94.61031,
"ESP","HHDEBT","TOT","PC_NDI","A","2003",102.7121,
"ESP","HHDEBT","TOT","PC_NDI","A","2004",114.5074,
"ESP","HHDEBT","TOT","PC_NDI","A","2005",126.9269,
"ESP","HHDEBT","TOT","PC_NDI","A","2006",142.1469,
"ESP","HHDEBT","TOT","PC_NDI","A","2007",149.1548,
"ESP","HHDEBT","TOT","PC_NDI","A","2008",146.4012,
"ESP","HHDEBT","TOT","PC_NDI","A","2009",145.9195,
"ESP","HHDEBT","TOT","PC_NDI","A","2010",145.9475,
"ESP","HHDEBT","TOT","PC_NDI","A","2011",140.2461,
"ESP","HHDEBT","TOT","PC_NDI","A","2012",141.3398,
"ESP","HHDEBT","TOT","PC_NDI","A","2013",133.5869,
"ESP","HHDEBT","TOT","PC_NDI","A","2014",127.6334,
"ESP","HHDEBT","TOT","PC_NDI","A","2015",118.0253,
"ESP","HHDEBT","TOT","PC_NDI","A","2016",113.3163,
"ESP","HHDEBT","TOT","PC_NDI","A","2017",109.2666,
"ESP","HHDEBT","TOT","PC_NDI","A","2018",106.3013,
"ESP","HHDEBT","TOT","PC_NDI","A","2019",101.237,
"ESP","HHDEBT","TOT","PC_NDI","A","2020",102.707,
"ESP","HHDEBT","TOT","PC_NDI","A","2021",100.2551,
"ESP","HHDEBT","TOT","PC_NDI","A","2022",96.16393,
"SWE","HHDEBT","TOT","PC_NDI","A","1995",92.00771,
"SWE","HHDEBT","TOT","PC_NDI","A","1996",94.17485,
"SWE","HHDEBT","TOT","PC_NDI","A","1997",98.83875,
"SWE","HHDEBT","TOT","PC_NDI","A","1998",102.4494,
"SWE","HHDEBT","TOT","PC_NDI","A","1999",106.0217,
"SWE","HHDEBT","TOT","PC_NDI","A","2000",109.6496,
"SWE","HHDEBT","TOT","PC_NDI","A","2001",120.6558,
"SWE","HHDEBT","TOT","PC_NDI","A","2002",122.929,
"SWE","HHDEBT","TOT","PC_NDI","A","2003",129.0301,
"SWE","HHDEBT","TOT","PC_NDI","A","2004",138.801,
"SWE","HHDEBT","TOT","PC_NDI","A","2005",147.7892,
"SWE","HHDEBT","TOT","PC_NDI","A","2006",153.9208,
"SWE","HHDEBT","TOT","PC_NDI","A","2007",157.2248,
"SWE","HHDEBT","TOT","PC_NDI","A","2008",157.6901,
"SWE","HHDEBT","TOT","PC_NDI","A","2009",163.7318,
"SWE","HHDEBT","TOT","PC_NDI","A","2010",168.9804,
"SWE","HHDEBT","TOT","PC_NDI","A","2011",168.0317,
"SWE","HHDEBT","TOT","PC_NDI","A","2012",165.9384,
"SWE","HHDEBT","TOT","PC_NDI","A","2013",168.2182,
"SWE","HHDEBT","TOT","PC_NDI","A","2014",171.7073,
"SWE","HHDEBT","TOT","PC_NDI","A","2015",177.018,
"SWE","HHDEBT","TOT","PC_NDI","A","2016",182.4409,
"SWE","HHDEBT","TOT","PC_NDI","A","2017",187.2601,
"SWE","HHDEBT","TOT","PC_NDI","A","2018",188.8216,
"SWE","HHDEBT","TOT","PC_NDI","A","2019",189.8004,
"SWE","HHDEBT","TOT","PC_NDI","A","2020",200.1343,
"SWE","HHDEBT","TOT","PC_NDI","A","2021",201.7829,
"SWE","HHDEBT","TOT","PC_NDI","A","2022",196.0476,
"CHE","HHDEBT","TOT","PC_NDI","A","1999",171.4351,
"CHE","HHDEBT","TOT","PC_NDI","A","2000",170.4213,
"CHE","HHDEBT","TOT","PC_NDI","A","2001",166.8457,
"CHE","HHDEBT","TOT","PC_NDI","A","2002",174.7961,
"CHE","HHDEBT","TOT","PC_NDI","A","2003",183.9513,
"CHE","HHDEBT","TOT","PC_NDI","A","2004",184.6981,
"CHE","HHDEBT","TOT","PC_NDI","A","2005",186.8548,
"CHE","HHDEBT","TOT","PC_NDI","A","2006",185.5912,
"CHE","HHDEBT","TOT","PC_NDI","A","2007",180.1282,
"CHE","HHDEBT","TOT","PC_NDI","A","2008",178.3104,
"CHE","HHDEBT","TOT","PC_NDI","A","2009",182.6539,
"CHE","HHDEBT","TOT","PC_NDI","A","2010",186.179,
"CHE","HHDEBT","TOT","PC_NDI","A","2011",192.6068,
"CHE","HHDEBT","TOT","PC_NDI","A","2012",196.6373,
"CHE","HHDEBT","TOT","PC_NDI","A","2013",201.1584,
"CHE","HHDEBT","TOT","PC_NDI","A","2014",206.6619,
"CHE","HHDEBT","TOT","PC_NDI","A","2015",211.3122,
"CHE","HHDEBT","TOT","PC_NDI","A","2016",214.1353,
"CHE","HHDEBT","TOT","PC_NDI","A","2017",219.7484,
"CHE","HHDEBT","TOT","PC_NDI","A","2018",221.8846,
"CHE","HHDEBT","TOT","PC_NDI","A","2019",222.7375,
"CHE","HHDEBT","TOT","PC_NDI","A","2020",222.4922,
"CHE","HHDEBT","TOT","PC_NDI","A","2021",228.9848,
"CHE","HHDEBT","TOT","PC_NDI","A","2022",222.4597,
"GBR","HHDEBT","TOT","PC_NDI","A","1995",100.2501,
"GBR","HHDEBT","TOT","PC_NDI","A","1996",98.0701,
"GBR","HHDEBT","TOT","PC_NDI","A","1997",100.4675,
"GBR","HHDEBT","TOT","PC_NDI","A","1998",106.8275,
"GBR","HHDEBT","TOT","PC_NDI","A","1999",110.4734,
"GBR","HHDEBT","TOT","PC_NDI","A","2000",113.6115,
"GBR","HHDEBT","TOT","PC_NDI","A","2001",120.5347,
"GBR","HHDEBT","TOT","PC_NDI","A","2002",132.3914,
"GBR","HHDEBT","TOT","PC_NDI","A","2003",145.7437,
"GBR","HHDEBT","TOT","PC_NDI","A","2004",155.8163,
"GBR","HHDEBT","TOT","PC_NDI","A","2005",161.362,
"GBR","HHDEBT","TOT","PC_NDI","A","2006",172.8927,
"GBR","HHDEBT","TOT","PC_NDI","A","2007",175.157,
"GBR","HHDEBT","TOT","PC_NDI","A","2008",173.7712,
"GBR","HHDEBT","TOT","PC_NDI","A","2009",168.9597,
"GBR","HHDEBT","TOT","PC_NDI","A","2010",165.2787,
"GBR","HHDEBT","TOT","PC_NDI","A","2011",164.0874,
"GBR","HHDEBT","TOT","PC_NDI","A","2012",159.7046,
"GBR","HHDEBT","TOT","PC_NDI","A","2013",156.001,
"GBR","HHDEBT","TOT","PC_NDI","A","2014",155.7898,
"GBR","HHDEBT","TOT","PC_NDI","A","2015",151.0538,
"GBR","HHDEBT","TOT","PC_NDI","A","2016",153.8858,
"GBR","HHDEBT","TOT","PC_NDI","A","2017",154.4063,
"GBR","HHDEBT","TOT","PC_NDI","A","2018",151.644,
"GBR","HHDEBT","TOT","PC_NDI","A","2019",149.2429,
"GBR","HHDEBT","TOT","PC_NDI","A","2020",153.6022,
"GBR","HHDEBT","TOT","PC_NDI","A","2021",150.6072,
"GBR","HHDEBT","TOT","PC_NDI","A","2022",146.1567,
"USA","HHDEBT","TOT","PC_NDI","A","1995",94.91271,
"USA","HHDEBT","TOT","PC_NDI","A","1996",96.86263,
"USA","HHDEBT","TOT","PC_NDI","A","1997",97.99287,
"USA","HHDEBT","TOT","PC_NDI","A","1998",99.14298,
"USA","HHDEBT","TOT","PC_NDI","A","1999",103.3385,
"USA","HHDEBT","TOT","PC_NDI","A","2000",104.3195,
"USA","HHDEBT","TOT","PC_NDI","A","2001",108.1912,
"USA","HHDEBT","TOT","PC_NDI","A","2002",113.4768,
"USA","HHDEBT","TOT","PC_NDI","A","2003",121.4751,
"USA","HHDEBT","TOT","PC_NDI","A","2004",128.0085,
"USA","HHDEBT","TOT","PC_NDI","A","2005",136.2582,
"USA","HHDEBT","TOT","PC_NDI","A","2006",141.4243,
"USA","HHDEBT","TOT","PC_NDI","A","2007",144.0545,
"USA","HHDEBT","TOT","PC_NDI","A","2008",137.2636,
"USA","HHDEBT","TOT","PC_NDI","A","2009",136.3571,
"USA","HHDEBT","TOT","PC_NDI","A","2010",128.5425,
"USA","HHDEBT","TOT","PC_NDI","A","2011",121.7566,
"USA","HHDEBT","TOT","PC_NDI","A","2012",114.7252,
"USA","HHDEBT","TOT","PC_NDI","A","2013",116.4644,
"USA","HHDEBT","TOT","PC_NDI","A","2014",111.5821,
"USA","HHDEBT","TOT","PC_NDI","A","2015",109.0545,
"USA","HHDEBT","TOT","PC_NDI","A","2016",109.1292,
"USA","HHDEBT","TOT","PC_NDI","A","2017",108.2802,
"USA","HHDEBT","TOT","PC_NDI","A","2018",105.8888,
"USA","HHDEBT","TOT","PC_NDI","A","2019",104.8325,
"USA","HHDEBT","TOT","PC_NDI","A","2020",100.4061,
"USA","HHDEBT","TOT","PC_NDI","A","2021",101.8361,
"CHL","HHDEBT","TOT","PC_NDI","A","2003",38.12783,
"CHL","HHDEBT","TOT","PC_NDI","A","2004",43.64782,
"CHL","HHDEBT","TOT","PC_NDI","A","2005",47.19513,
"CHL","HHDEBT","TOT","PC_NDI","A","2006",50.2993,
"CHL","HHDEBT","TOT","PC_NDI","A","2007",58.89663,
"CHL","HHDEBT","TOT","PC_NDI","A","2008",59.11977,
"CHL","HHDEBT","TOT","PC_NDI","A","2009",61.40364,
"CHL","HHDEBT","TOT","PC_NDI","A","2010",60.2889,
"CHL","HHDEBT","TOT","PC_NDI","A","2011",60.10222,
"CHL","HHDEBT","TOT","PC_NDI","A","2012",58.76715,
"CHL","HHDEBT","TOT","PC_NDI","A","2013",60.78158,
"CHL","HHDEBT","TOT","PC_NDI","A","2014",64.18501,
"CHL","HHDEBT","TOT","PC_NDI","A","2015",67.93679,
"CHL","HHDEBT","TOT","PC_NDI","A","2016",68.54272,
"CHL","HHDEBT","TOT","PC_NDI","A","2017",72.69505,
"CHL","HHDEBT","TOT","PC_NDI","A","2018",75.94619,
"CHL","HHDEBT","TOT","PC_NDI","A","2019",78.32166,
"CHL","HHDEBT","TOT","PC_NDI","A","2020",69.58051,
"CHL","HHDEBT","TOT","PC_NDI","A","2021",67.40247,
"EST","HHDEBT","TOT","PC_NDI","A","1995",7.176065,
"EST","HHDEBT","TOT","PC_NDI","A","1996",8.400567,
"EST","HHDEBT","TOT","PC_NDI","A","1997",13.8981,
"EST","HHDEBT","TOT","PC_NDI","A","1998",13.0337,
"EST","HHDEBT","TOT","PC_NDI","A","1999",15.47921,
"EST","HHDEBT","TOT","PC_NDI","A","2000",20.14478,
"EST","HHDEBT","TOT","PC_NDI","A","2001",24.18868,
"EST","HHDEBT","TOT","PC_NDI","A","2002",32.96922,
"EST","HHDEBT","TOT","PC_NDI","A","2003",41.88836,
"EST","HHDEBT","TOT","PC_NDI","A","2004",52.28589,
"EST","HHDEBT","TOT","PC_NDI","A","2005",68.72701,
"EST","HHDEBT","TOT","PC_NDI","A","2006",89.10352,
"EST","HHDEBT","TOT","PC_NDI","A","2007",102.4502,
"EST","HHDEBT","TOT","PC_NDI","A","2008",97.74123,
"EST","HHDEBT","TOT","PC_NDI","A","2009",104.4676,
"EST","HHDEBT","TOT","PC_NDI","A","2010",104.3295,
"EST","HHDEBT","TOT","PC_NDI","A","2011",93.758,
"EST","HHDEBT","TOT","PC_NDI","A","2012",89.68177,
"EST","HHDEBT","TOT","PC_NDI","A","2013",83.52853,
"EST","HHDEBT","TOT","PC_NDI","A","2014",81.17574,
"EST","HHDEBT","TOT","PC_NDI","A","2015",80.43336,
"EST","HHDEBT","TOT","PC_NDI","A","2016",80.64681,
"EST","HHDEBT","TOT","PC_NDI","A","2017",80.28,
"EST","HHDEBT","TOT","PC_NDI","A","2018",77.73799,
"EST","HHDEBT","TOT","PC_NDI","A","2019",77.79321,
"EST","HHDEBT","TOT","PC_NDI","A","2020",80.7128,
"EST","HHDEBT","TOT","PC_NDI","A","2021",80.09872,
"EST","HHDEBT","TOT","PC_NDI","A","2022",80.89112,
"SVN","HHDEBT","TOT","PC_NDI","A","1995",25.26496,
"SVN","HHDEBT","TOT","PC_NDI","A","1996",25.62905,
"SVN","HHDEBT","TOT","PC_NDI","A","1997",25.8451,
"SVN","HHDEBT","TOT","PC_NDI","A","1998",27.89928,
"SVN","HHDEBT","TOT","PC_NDI","A","1999",33.53278,
"SVN","HHDEBT","TOT","PC_NDI","A","2000",33.88184,
"SVN","HHDEBT","TOT","PC_NDI","A","2001",33.52703,
"SVN","HHDEBT","TOT","PC_NDI","A","2002",33.74244,
"SVN","HHDEBT","TOT","PC_NDI","A","2003",35.66539,
"SVN","HHDEBT","TOT","PC_NDI","A","2004",36.50043,
"SVN","HHDEBT","TOT","PC_NDI","A","2005",40.49332,
"SVN","HHDEBT","TOT","PC_NDI","A","2006",45.02975,
"SVN","HHDEBT","TOT","PC_NDI","A","2007",52.62323,
"SVN","HHDEBT","TOT","PC_NDI","A","2008",54.13535,
"SVN","HHDEBT","TOT","PC_NDI","A","2009",56.79345,
"SVN","HHDEBT","TOT","PC_NDI","A","2010",59.65019,
"SVN","HHDEBT","TOT","PC_NDI","A","2011",58.40633,
"SVN","HHDEBT","TOT","PC_NDI","A","2012",60.21096,
"SVN","HHDEBT","TOT","PC_NDI","A","2013",58.61178,
"SVN","HHDEBT","TOT","PC_NDI","A","2014",57.76029,
"SVN","HHDEBT","TOT","PC_NDI","A","2015",56.77538,
"SVN","HHDEBT","TOT","PC_NDI","A","2016",56.26995,
"SVN","HHDEBT","TOT","PC_NDI","A","2017",56.33401,
"SVN","HHDEBT","TOT","PC_NDI","A","2018",55.87634,
"SVN","HHDEBT","TOT","PC_NDI","A","2019",55.14164,
"SVN","HHDEBT","TOT","PC_NDI","A","2020",53.01376,
"SVN","HHDEBT","TOT","PC_NDI","A","2021",52.31982,
"SVN","HHDEBT","TOT","PC_NDI","A","2022",50.79479,
"CAN","HHDEBT","TOT","PC_NDI","A","1995",108.2612,
"CAN","HHDEBT","TOT","PC_NDI","A","1996",111.3603,
"CAN","HHDEBT","TOT","PC_NDI","A","1997",113.9386,
"CAN","HHDEBT","TOT","PC_NDI","A","1998",116.856,
"CAN","HHDEBT","TOT","PC_NDI","A","1999",117.3496,
"CAN","HHDEBT","TOT","PC_NDI","A","2000",117.5943,
"CAN","HHDEBT","TOT","PC_NDI","A","2001",118.2161,
"CAN","HHDEBT","TOT","PC_NDI","A","2002",122.1976,
"CAN","HHDEBT","TOT","PC_NDI","A","2003",127.6576,
"CAN","HHDEBT","TOT","PC_NDI","A","2004",133.6578,
"CAN","HHDEBT","TOT","PC_NDI","A","2005",142.4824,
"CAN","HHDEBT","TOT","PC_NDI","A","2006",146.6767,
"CAN","HHDEBT","TOT","PC_NDI","A","2007",155.8744,
"CAN","HHDEBT","TOT","PC_NDI","A","2008",160.36,
"CAN","HHDEBT","TOT","PC_NDI","A","2009",168.7937,
"CAN","HHDEBT","TOT","PC_NDI","A","2010",170.575,
"CAN","HHDEBT","TOT","PC_NDI","A","2011",173.9241,
"CAN","HHDEBT","TOT","PC_NDI","A","2012",174.3256,
"CAN","HHDEBT","TOT","PC_NDI","A","2013",174.0068,
"CAN","HHDEBT","TOT","PC_NDI","A","2014",176.1591,
"CAN","HHDEBT","TOT","PC_NDI","A","2015",178.1887,
"CAN","HHDEBT","TOT","PC_NDI","A","2016",186.5695,
"CAN","HHDEBT","TOT","PC_NDI","A","2017",186.3697,
"CAN","HHDEBT","TOT","PC_NDI","A","2018",187.3694,
"CAN","HHDEBT","TOT","PC_NDI","A","2019",186.3609,
"CAN","HHDEBT","TOT","PC_NDI","A","2020",178.8566,
"CAN","HHDEBT","TOT","PC_NDI","A","2021",185.1851,
"CAN","HHDEBT","TOT","PC_NDI","A","2022",187.2425,
"LVA","HHDEBT","TOT","PC_NDI","A","1995",4.203142,
"LVA","HHDEBT","TOT","PC_NDI","A","1996",4.320437,
"LVA","HHDEBT","TOT","PC_NDI","A","1997",4.777926,
"LVA","HHDEBT","TOT","PC_NDI","A","1998",6.870821,
"LVA","HHDEBT","TOT","PC_NDI","A","1999",8.21576,
"LVA","HHDEBT","TOT","PC_NDI","A","2000",12.17949,
"LVA","HHDEBT","TOT","PC_NDI","A","2001",13.63951,
"LVA","HHDEBT","TOT","PC_NDI","A","2002",18.41519,
"LVA","HHDEBT","TOT","PC_NDI","A","2003",40.72415,
"LVA","HHDEBT","TOT","PC_NDI","A","2004",34.20135,
"LVA","HHDEBT","TOT","PC_NDI","A","2005",53.05038,
"LVA","HHDEBT","TOT","PC_NDI","A","2006",70.35564,
"LVA","HHDEBT","TOT","PC_NDI","A","2007",80.26166,
"LVA","HHDEBT","TOT","PC_NDI","A","2008",72.89466,
"LVA","HHDEBT","TOT","PC_NDI","A","2009",80.66112,
"LVA","HHDEBT","TOT","PC_NDI","A","2010",81.86171,
"LVA","HHDEBT","TOT","PC_NDI","A","2011",75.99699,
"LVA","HHDEBT","TOT","PC_NDI","A","2012",64.37737,
"LVA","HHDEBT","TOT","PC_NDI","A","2013",58.48177,
"LVA","HHDEBT","TOT","PC_NDI","A","2014",52.90426,
"LVA","HHDEBT","TOT","PC_NDI","A","2015",48.24723,
"LVA","HHDEBT","TOT","PC_NDI","A","2016",45.10065,
"LVA","HHDEBT","TOT","PC_NDI","A","2017",42.90143,
"LVA","HHDEBT","TOT","PC_NDI","A","2018",41.29071,
"LVA","HHDEBT","TOT","PC_NDI","A","2019",39.92455,
"LVA","HHDEBT","TOT","PC_NDI","A","2020",39.05169,
"LVA","HHDEBT","TOT","PC_NDI","A","2021",38.97292,
"LVA","HHDEBT","TOT","PC_NDI","A","2022",36.90144,
"BRA","HHDEBT","TOT","PC_NDI","A","2009",44.8789,
"BRA","HHDEBT","TOT","PC_NDI","A","2010",48.56451,
"BRA","HHDEBT","TOT","PC_NDI","A","2011",50.80827,
"BRA","HHDEBT","TOT","PC_NDI","A","2012",52.33956,
"BRA","HHDEBT","TOT","PC_NDI","A","2013",53.06993,
"BRA","HHDEBT","TOT","PC_NDI","A","2014",55.23122,
"BRA","HHDEBT","TOT","PC_NDI","A","2015",54.81498,
"BRA","HHDEBT","TOT","PC_NDI","A","2016",53.12086,
"BRA","HHDEBT","TOT","PC_NDI","A","2017",39.36724,
"BRA","HHDEBT","TOT","PC_NDI","A","2018",41.10812,
"BRA","HHDEBT","TOT","PC_NDI","A","2019",45.02797,
"BRA","HHDEBT","TOT","PC_NDI","A","2020",44.75682,
"LTU","HHDEBT","TOT","PC_NDI","A","1995",5.759115,
"LTU","HHDEBT","TOT","PC_NDI","A","1996",4.791764,
"LTU","HHDEBT","TOT","PC_NDI","A","1997",4.151453,
"LTU","HHDEBT","TOT","PC_NDI","A","1998",2.872806,
"LTU","HHDEBT","TOT","PC_NDI","A","1999",3.163273,
"LTU","HHDEBT","TOT","PC_NDI","A","2000",3.172581,
"LTU","HHDEBT","TOT","PC_NDI","A","2001",3.654881,
"LTU","HHDEBT","TOT","PC_NDI","A","2002",5.760053,
"LTU","HHDEBT","TOT","PC_NDI","A","2003",15.78635,
"LTU","HHDEBT","TOT","PC_NDI","A","2004",14.81723,
"LTU","HHDEBT","TOT","PC_NDI","A","2005",28.08622,
"LTU","HHDEBT","TOT","PC_NDI","A","2006",39.80544,
"LTU","HHDEBT","TOT","PC_NDI","A","2007",55.18778,
"LTU","HHDEBT","TOT","PC_NDI","A","2008",56.03022,
"LTU","HHDEBT","TOT","PC_NDI","A","2009",55.39999,
"LTU","HHDEBT","TOT","PC_NDI","A","2010",53.46902,
"LTU","HHDEBT","TOT","PC_NDI","A","2011",48.58949,
"LTU","HHDEBT","TOT","PC_NDI","A","2012",47.80276,
"LTU","HHDEBT","TOT","PC_NDI","A","2013",45.40714,
"LTU","HHDEBT","TOT","PC_NDI","A","2014",46.82539,
"LTU","HHDEBT","TOT","PC_NDI","A","2015",49.37006,
"LTU","HHDEBT","TOT","PC_NDI","A","2016",44.68121,
"LTU","HHDEBT","TOT","PC_NDI","A","2017",45.78714,
"LTU","HHDEBT","TOT","PC_NDI","A","2018",42.80381,
"LTU","HHDEBT","TOT","PC_NDI","A","2019",41.62613,
